2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	0
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	MD	-99	Adult	-99	-99	-99	-99
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
2002	RO	-99	Adult	-99	-99	-99	0
